text,label
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
I had pasta for dinner today.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
I had pasta for dinner today.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
The weather is quite pleasant this evening.,Neutral
Just finished watching a documentary.,Neutral
Just finished watching a documentary.,Neutral
I’m proud of what I achieved today!,Positive
I’m proud of what I achieved today!,Positive
This community is so helpful and kind.,Positive
I’m proud of what I achieved today!,Positive
I’m proud of what I achieved today!,Positive
You did a great job! Keep it up!,Positive
I’m proud of what I achieved today!,Positive
You did a great job! Keep it up!,Positive
You did a great job! Keep it up!,Positive
